,sequence,rec rmse,rec rho (sp),rec rho (pe),rec t-rho (sp),rec t-rho (pe),gen rmse,gen rho (sp),gen rho (pe),gen t-rho (sp),gen t-rho (pe),comp t-rho (sp),comp t-rho (pe)
0,Rabbit:Heart,0.08172654137015342,0.9834645282298965,0.9865017750713371,0.3232309862356189,0.34286043,0.0882590115070343,0.9837221596628255,0.9858041814378042,0.31114052503860573,0.31595728,0.5184598657464309,0.5713631
1,Rat:Heart,0.08034491787354152,0.9834998829229208,0.9856142112709092,0.45921208727297413,0.4777672,0.10574592463672161,0.9726035784252508,0.9778094974664587,0.21645709243326716,0.17494136,0.555952427297855,0.55942124
2,Opossum:Ovary,0.12284653137127559,0.9582746478499898,0.9627489424463338,0.3523935583498787,0.35852128,0.0888589508831501,0.9744519243565655,0.9808524248555993,0.18888153540701524,0.19297034,0.47454200333088487,0.4607869
3,Opossum:Testis,0.11096158002813657,0.9700299344312521,0.9721625023352521,0.24528064038322145,0.28502768,0.13785113394260406,0.9514641473434402,0.9612462543547449,0.23322303110522832,0.34104356,0.5077078227309862,0.55568635
4,RhesusMacaque:Liver,0.08957666251808405,0.9843650516370256,0.9868780847245664,0.5131417226056538,0.5277091,0.08203610591590405,0.9876819014693276,0.9889719547350895,0.19664681226560776,0.21167193,0.5162255789654863,0.5242004
5,Chicken:Kidney,0.09759876690804958,0.9627853484400939,0.9722207226762059,0.33081844253253917,0.40497014,0.07754955254495144,0.9864841422513717,0.986200093549906,0.11277299801455991,0.15081963,0.35180527979998527,0.24295321
6,Human:Liver,0.08251060371597609,0.9867000008612771,0.9887217131335464,0.511131070561911,0.5492015,0.15170570835471153,0.9785664472145106,0.9782708330222701,0.1070814030443415,0.16055071,0.5547163202329662,0.53409654
7,Chicken:Cerebellum,0.12757183760404586,0.9571099467381504,0.9696500171986957,0.26278402823737035,0.24892329,0.07695568539202213,0.9834700264685899,0.9863590409289055,0.09194793734833444,0.095158316,0.38130744907713804,0.36084184
8,RhesusMacaque:Brain,0.10357105731964111,0.9694244963730982,0.9751557805287342,0.2261668399987394,0.24502431,0.1116685252636671,0.9762367537078791,0.9766911602449283,0.3953673064195896,0.47734043,0.4821661903064947,0.5213545
9,Opossum:Cerebellum,0.15762104507949617,0.9619255122497327,0.9672973093517603,0.28061989852195013,0.1967935,0.12395734526216984,0.966957584506942,0.9718665207557485,-0.024045885726891682,-0.018178267,0.33181352620465787,0.2610445
10,Rabbit:Brain,0.09108868406878577,0.9772384396881731,0.9818377494230531,0.46125450400764767,0.4138618,0.11034418269991875,0.961595965209375,0.9709346812794902,0.28930068387381425,0.32230014,0.6022478018341683,0.5682774
11,Human:Brain,0.126300647854805,0.9621547622102231,0.967856299816506,0.44342222965651157,0.4834468,0.0998640637844801,0.9807446851484642,0.9826930903849311,-0.18654312817118904,-0.25732973,0.47378799276477185,0.5043581
12,Chicken:Heart,0.10465044900774956,0.9611537661363236,0.9708276612934794,0.26829913964262075,0.2212018,0.08855186961591244,0.9827072821622715,0.9841745462142871,0.19726450474299578,0.20391071,0.41906757849841897,0.40082258
13,RhesusMacaque:Testis,0.12111230856842464,0.956230598017614,0.9614430393091035,0.3718913155379072,0.3985948,0.11999319680035114,0.9485025192426721,0.9593478877961708,0.41897198323406126,0.54518104,0.5886114767650173,0.6573148
14,Chicken:Ovary,0.11051124334335327,0.9667677500299154,0.9688027705491787,0.2060225016545334,0.15462366,0.15338419750332832,0.918890967822684,0.9268640461399278,0.01530994926097507,0.012205695,0.3046032796529156,0.27870205
15,Human:Ovary,0.11318723236521085,0.9696867408356319,0.9752589295939841,0.309167690901642,0.32355192,0.09390528313815594,0.9755533209911436,0.9804888587723716,-0.0042356055592322915,0.0066060876,0.36537805895846936,0.4041223
16,Chicken:Liver,0.12253742963075638,0.9554255501114419,0.9635954893065456,0.20811824398852855,0.20348194,0.0852504950016737,0.9880885237814514,0.9888673342390033,-0.02775204059121994,-0.053498805,0.36509302154570183,0.36448768
17,Rat:Cerebellum,0.11989563703536987,0.972159804513123,0.9777868050456754,0.21164633954177306,0.22854318,0.09505867771804333,0.9765702485648102,0.9805673838529229,0.2633575998235164,0.29084483,0.32927881736617676,0.32839677
18,Mouse:Ovary,0.09258096239396504,0.9765286269323988,0.977633990169583,0.3458132425703571,0.4036151,0.096085324883461,0.9781963983084951,0.9801055851903877,0.4202073681888374,0.47429237,0.42097972620805185,0.49029177
19,Opossum:Brain,0.09888007326258554,0.9780404111093931,0.98115236134121,0.5452827413780426,0.55524933,0.07509393244981766,0.9860534858265426,0.9879731255816799,-0.025898963159055814,-0.022342669,0.6008619331253348,0.62898123
20,Opossum:Liver,0.10734438896179199,0.9749154336726881,0.9788465161994291,0.4666020610759195,0.50445163,0.09233655035495758,0.9876289024526808,0.9886695407861201,-0.035208471211118454,-0.05983045,0.4719942642841385,0.3891984
21,Human:Heart,0.08273249635329613,0.9781533858241218,0.9824272273783531,0.48022074990969754,0.55019057,0.13331922702491283,0.9514161595092643,0.9564587288641798,0.06079858813148026,0.057264514,0.5880633637922293,0.6091218
22,Chicken:Testis,0.11254014372825623,0.9597310112992326,0.9657133266523509,0.004787116699757332,0.04378321,0.16741551831364632,0.8993015643914514,0.9163105199922399,0.20825060666225456,0.25561976,0.3428965365100375,0.35306036
23,Human:Testis,0.132768524262835,0.9512520046318118,0.9589317253693646,0.43568731264842137,0.50121135,0.14573903381824493,0.9642330144724338,0.9653664569202606,-0.1686741672181778,-0.17843868,0.5303743686271813,0.5515831
