,sequence,rec rmse,rec rho (sp),rec rho (pe),rec t-rho (sp),rec t-rho (pe),gen rmse,gen rho (sp),gen rho (pe),gen t-rho (sp),gen t-rho (pe),comp t-rho (sp),comp t-rho (pe)
0,Rabbit:Heart,0.5405247211456299,0.9768254383394371,0.9801703627046067,-0.004825221105829973,-0.002330775,0.5389946699142456,0.9341168922014976,0.9402344380280593,-0.006485771012574455,0.0013918293,0.0014528379187545301,0.00011095096
1,Rat:Heart,0.4752226198712985,0.9712782472070054,0.9755404210577039,-0.0030236694697316803,0.00055878,0.48257820308208466,0.926121003451247,0.94112809178806,0.017118905801897198,0.0033947595,-0.003983856944498514,0.00090057426
2,Opossum:Ovary,0.5787205000718435,0.9478460170420743,0.9512401198324345,-0.07985251016356246,-0.010097099,0.5741269737482071,0.9389276772961106,0.9503756511601104,-0.021663357599823515,-0.004083815,-0.041233639512924754,-0.008491598
3,Opossum:Testis,0.573525607585907,0.9366960886553294,0.9401859019156769,0.019646402571617663,0.005550099,0.5936694592237473,0.8118792461485927,0.8420567572068391,0.04394440767703507,0.0061818436,-0.012203547610562833,-0.00024778012
4,RhesusMacaque:Liver,0.5503448843955994,0.9630418988363705,0.9681718875231751,0.045638860000210106,0.0081257885,0.5440402626991272,0.9731570266316587,0.9715534490177408,-0.05523935583498786,-0.006156276,0.022226747441836787,0.0056800344
5,Chicken:Kidney,0.8092054426670074,0.9400979493466017,0.9560656716787146,-0.015045223913523057,-0.0012186324,0.7995626330375671,0.958879158211146,0.9628700096757683,-0.022634017207147583,-0.0017156714,-0.012945804838591073,-0.000781696
6,Human:Liver,0.18952682514985403,0.9464632790292096,0.956913606729376,0.0036801550534177924,0.004298256,0.21994836628437042,0.9117567491413168,0.9104436741668974,0.09675711449371276,0.016309237,0.00987164457943959,0.005393637
7,Chicken:Cerebellum,0.8044238090515137,0.9499349713626491,0.9650778363416743,-0.0328700639752923,-0.0037099079,0.8174911439418793,0.9550311978722669,0.9642821399599684,-0.01645709243326715,-0.0024064865,-0.022001617766012203,-0.003881248
8,RhesusMacaque:Brain,0.6206221154757908,0.9500050569307523,0.960090546314416,0.020721061422583596,0.005309711,0.5992880314588547,0.9300240317215815,0.9336466029674692,-0.011515552614162804,-0.0020996495,0.0053163249721820205,0.0026800022
9,Opossum:Cerebellum,0.5010320279333327,0.948900639526814,0.9588206317762009,-0.011585410691962646,-0.006020433,0.5038441196084023,0.9160405281753499,0.9291510004190136,-0.061372159717626294,-0.0052922466,-0.011505310264410195,-0.0033672089
10,Rabbit:Brain,0.535488572385576,0.9464887491282004,0.9606456605737839,-0.011328038826384293,-0.000112167814,0.5565030425786972,0.8643450365919914,0.8963492126395131,0.03935583498786675,0.0040554707,0.01816520122277898,0.007429649
