,sequence,rec rmse,rec rho (sp),rec rho (pe),rec t-rho (sp),rec t-rho (pe),gen rmse,gen rho (sp),gen rho (pe),gen t-rho (sp),gen t-rho (pe),comp t-rho (sp),comp t-rho (pe)
0,Rabbit:Heart,0.0726829458028078,0.9890934283692676,0.9905520430913756,0.36219374419242056,0.39048967,0.06346307694911957,0.9912640857125307,0.9925143917502038,0.5833223031105229,0.6382165,0.5698630676625381,0.6195352
1,Rat:Heart,0.09794349657992522,0.9809926817155161,0.9845188025154803,0.32477449750778675,0.33464822,0.16195384226739407,0.9572317920417708,0.9668723853567357,0.09503639973527464,0.13621838,0.35882677359494425,0.37746963
2,Opossum:Ovary,0.09294486790895462,0.9791516902187172,0.9810944442430664,0.5651571018877439,0.61713374,0.0836714394390583,0.982145417418721,0.9850149221618747,0.457224795940878,0.5024702,0.6686363493113989,0.7023095
3,Opossum:Testis,0.10441277051965396,0.9776283108238664,0.9797683952838728,0.39071570388578997,0.47917765,0.12310808710753918,0.9627859545629499,0.9668735497361358,0.24623869402161924,0.29042214,0.6224257762973845,0.68015665
4,RhesusMacaque:Liver,0.14118518261238933,0.9880155715862367,0.9899570853703002,0.4406206338701376,0.36669126,0.11114682629704475,0.9886536652408147,0.9897995634946968,0.003662033973086255,-0.008638981,0.44668232715883277,0.3778992
5,Chicken:Kidney,0.06542127579450607,0.9843880315971183,0.9894024613602288,0.5229649238914625,0.5427795,0.06623922381550074,0.9906435127252977,0.9900117031409768,8.82417824840086e-05,-0.00557648,0.5816677696889476,0.6432426
6,Human:Liver,0.11225311209758122,0.9787822973945015,0.982108676732469,0.39868582773943456,0.41270915,0.16586055420339108,0.9800737009951204,0.9794846888808024,0.14215751158173395,0.049856197,0.4830775455181982,0.43986
7,Chicken:Cerebellum,0.08511141538619996,0.9687349495707498,0.9787331985650158,0.21383189940436792,0.1606027,0.06165430787950754,0.9910369496832092,0.9932380356998765,0.19549966909331568,0.2215079,0.5415692330318406,0.5744909
8,RhesusMacaque:Brain,0.09698815218039922,0.97898310631157,0.9825766692795076,0.4115060981374682,0.4537989,0.14636672101914883,0.9556724546288431,0.9581348933411065,0.1687624090006618,0.18448149,0.4684971988082511,0.5083289
9,Opossum:Cerebellum,0.08710689345995586,0.9850673525620027,0.9873649068838019,0.5843885579822046,0.62759286,0.095641378313303,0.9744034080530859,0.9790015557177572,0.2809177145378337,0.32682568,0.6527047682077463,0.6913055
10,Rabbit:Brain,0.0779026457005077,0.9855590207736404,0.9880483672303344,0.5505735715861461,0.58446413,0.11653187870979309,0.9572688180350714,0.9667912537006929,0.0685197440988308,0.035925917,0.6367590053890515,0.671518
11,Human:Brain,0.0966677639919978,0.9732705845676844,0.9776659460102016,0.6648242558235941,0.71975666,0.07639522105455399,0.9880979452734457,0.9892244561128858,0.17092433267151996,0.17470884,0.6256099476540877,0.6695298
12,Chicken:Heart,0.0836893767118454,0.9783880797741424,0.983996128099551,0.04191484667990293,0.032475106,0.09959087707102299,0.978091184089741,0.9795889300145639,0.0643282594308405,0.08535064,0.30968085888668284,0.33758196
