,sequence,rec rmse,rec rho (sp),rec rho (pe),rec t-rho (sp),rec t-rho (pe),gen rmse,gen rho (sp),gen rho (pe),gen t-rho (sp),gen t-rho (pe),comp t-rho (sp),comp t-rho (pe)
0,Rabbit:Heart,0.11569384336471558,0.9898072758793616,0.9908299502938288,0.3809625039274278,0.4240097,0.1265116911381483,0.9795972091985452,0.9795664737640392,0.19364659166115156,0.24828671,0.5232580126689986,0.54428774
1,Rat:Heart,0.13196092657744884,0.9814401047157914,0.9844495141393388,0.3236884448002913,0.33225173,0.14872955158352852,0.9738962666795203,0.9780942748899849,0.26763732627399067,0.26524472,0.4707893746512503,0.49690711
2,Opossum:Ovary,0.1944526545703411,0.9600901915379,0.9635308226951486,0.12428855062872272,0.20042594,0.1765339095145464,0.964118729474889,0.972396862137002,-0.04169424222369292,-0.032068003,0.2700404603118038,0.2935977
3,Opossum:Testis,0.11293449625372887,0.9709567398126183,0.9719942032831655,0.22572878257855097,0.3564434,0.1469788607209921,0.9500346724690428,0.9586819032002081,0.26185748952128834,0.28303984,0.49192369510039924,0.5401023
4,RhesusMacaque:Liver,0.11441316176205873,0.9760778353260438,0.980520935293069,0.4640572310989253,0.5026057,0.1110448520630598,0.9890736734343254,0.9899241409594572,0.022281050077211553,0.002454759,0.43021214391168067,0.46515226
5,Chicken:Kidney,0.1650621984153986,0.9592759637421627,0.9698008529965905,0.13068607985881314,0.101574145,0.20534558594226837,0.9699094066485001,0.9767913043676548,-0.0026031325832781816,0.0019470347,0.25334583425251855,0.23619658
6,Human:Liver,0.15422119349241256,0.9679492721960047,0.9727841290761183,0.21949434307144428,0.3464898,0.23332043550908566,0.9802731393131059,0.97946132096567,-0.10125744540039709,-0.09618457,0.3052035870209841,0.35481638
7,Chicken:Cerebellum,0.20958154797554016,0.9436932409039681,0.9606055423564349,-0.011780277961614826,-0.09278502,0.145752290263772,0.9434242090599045,0.9616584938083883,0.14233399514670195,0.15928131,0.19279358776380617,0.09036779
8,RhesusMacaque:Brain,0.12940105902297155,0.9594543598016633,0.9675915204017688,0.08452302165075165,0.11517679,0.16483044996857643,0.9588170830047598,0.9614658241766537,0.09755129053606883,0.13145131,0.24946727660162468,0.29257044
9,Opossum:Cerebellum,0.16361261241965824,0.9746917177431796,0.9800199394879452,0.30418045444517977,0.3521287,0.16802750900387764,0.9718800122525827,0.9761181638212163,0.34026031325832784,0.37604085,0.44648293466956596,0.4887688
10,Rabbit:Brain,0.10635469688309564,0.978941905276112,0.9823463657968909,0.34418707257886605,0.38075727,0.19019113667309284,0.9436755842704377,0.9561287322870488,-0.049194793734833445,-0.014573953,0.37854936812580753,0.36823377
11,Human:Brain,0.14513871933405215,0.9625955964557519,0.9679742370235759,0.5260131441468305,0.5352765,0.13216032087802887,0.9873604887772753,0.9883761681587935,0.007544672402382527,-0.0404759,0.5137703394256786,0.5374217
12,Chicken:Heart,0.35406384617090225,0.9705948248612545,0.9749336078078672,0.1325832781822193,0.106948785,0.36123039573431015,0.9633468930680662,0.9685812815762607,0.15698213103904696,0.17459749,0.2573718655783513,0.25865608
13,RhesusMacaque:Testis,0.20639391740163168,0.9396102521377381,0.9464568630020628,0.020883888521214797,0.01684811,0.20948724076151848,0.8837200436534401,0.9076262833666079,0.04615045223913523,0.0933343,0.18198170679970813,0.19044103
14,Chicken:Ovary,0.17451573610305787,0.9687967731100562,0.9730605001646037,0.10668431502316346,0.08353609,0.20796139910817146,0.9143120407761988,0.9246184151084269,0.24893006838738138,0.28202242,0.2630891977351276,0.29322943
15,Human:Ovary,0.12262457485000293,0.9622867439221229,0.9681243960938445,0.14091582364249472,0.14795583,0.16006659902632236,0.9615378182871834,0.9680194455633135,0.30011030222810503,0.39078942,0.2502472158329207,0.26283082
16,Chicken:Liver,0.2735622003674507,0.981346524897339,0.9841892776307934,0.018552834767262296,0.0054577976,0.27102311700582504,0.9840202006968672,0.9851761423781698,-0.08457974851091991,-0.07676461,0.16606000441208912,0.18080784
17,Rat:Cerebellum,0.1997936623437064,0.9805845985607924,0.9848281315779037,0.2611326463080269,0.28634527,0.23099898174405098,0.9618491684186761,0.9697378528260634,0.15393778954334877,0.17639217,0.36828217006906616,0.38342962
18,Mouse:Ovary,0.14910891971417836,0.9774315810613649,0.9789930392583044,0.18931801708108792,0.22858235,0.1948738843202591,0.9771917712701289,0.9805807679249695,0.1200529450694904,0.13591172,0.27594611433128974,0.2921728
