,sequence,rec rmse,rec rho (sp),rec rho (pe),rec t-rho (sp),rec t-rho (pe),gen rmse,gen rho (sp),gen rho (pe),gen t-rho (sp),gen t-rho (pe),comp t-rho (sp),comp t-rho (pe)
0,Rabbit:Heart,0.09313985630869866,0.9803667158699587,0.9839072717159111,0.27444130250218934,0.32416257,0.1388159580528736,0.9593982486016078,0.9615080886675678,-0.055415839399955875,-0.059485707,0.3175002363619173,0.35699153
1,Rat:Heart,0.1420264591773351,0.9730225274685367,0.9759706920802586,0.1672027509221421,0.17274635,0.1657939199358225,0.9438700586229194,0.9539771895164353,0.0814912861239797,0.08532181,0.18648278636404925,0.19446827
2,Opossum:Ovary,0.21987135211626688,0.9446183694495719,0.9491621834510607,0.12630550565692858,0.13365887,0.18273502960801125,0.9442871981441088,0.9550039625848272,-0.1014780498566071,-0.10271745,0.07088796929961722,0.08731521
3,Opossum:Testis,0.22013278553883234,0.9356290873375763,0.9385824904435799,0.06321263118086415,0.07904924,0.2722333185374737,0.8419410366025257,0.8706378132017677,-0.1259210236046768,-0.14722759,0.1368499138188086,0.1878719
4,RhesusMacaque:Liver,0.15347346849739552,0.9683940373469659,0.9719978994832205,0.19664786276301832,0.23883885,0.13623131811618805,0.9811161267617658,0.9808486641749934,0.09380101478049856,0.13580182,0.2308380787533666,0.26601854
5,Chicken:Kidney,0.1370375771075487,0.9381397993594686,0.9546593265610379,0.08956540922126625,0.07868258,0.14355280250310898,0.9716404813828585,0.9734420650298059,0.007368188837414517,0.022886125,0.13388116773292152,0.13718358
6,Human:Liver,0.13011523485183715,0.9771016427650552,0.9802214886871302,0.18991128549368122,0.2733704,0.24422366172075272,0.9636740451338669,0.9619865938958885,0.10562541363335538,0.096355066,0.29492723104785373,0.327418
7,Chicken:Cerebellum,0.11877186745405197,0.9627698405070959,0.9723166305850123,0.1360467681447165,0.18619722,0.14307797141373158,0.9515457439314832,0.9629358140352253,-0.0011912640635340823,0.0040330705,0.20183101698654313,0.2094195
8,RhesusMacaque:Brain,0.26638639186109814,0.8977362708815643,0.9196584733784581,0.10708770602880467,0.14301242,0.25968898087739944,0.9371547371191791,0.93853374800486,-0.043282594308405024,-0.045412835,0.12002458163940626,0.14798766
9,Opossum:Cerebellum,0.16012213130791983,0.9555955687581681,0.9639868641725214,0.19208030002206045,0.20774905,0.17371317744255066,0.9490795964814325,0.9579469138315102,-0.05590116920361791,-0.076428704,0.2193068292836658,0.25995305
10,Rabbit:Brain,0.139176650179757,0.9575110368256706,0.9657749725713979,0.15609235973233324,0.20327613,0.18697603046894073,0.8825994393755942,0.9097883438510511,-0.013500992720052942,-0.035781488,0.2367881566921937,0.26176417
11,Human:Brain,0.1323720205288667,0.9566440447693355,0.963884861825147,0.4957636671733296,0.53061575,0.1702940370887518,0.9746729044013117,0.9767237832716571,0.12080300022060443,0.113023,0.4560930489915039,0.49036095
12,Chicken:Heart,0.22695001028478146,0.9758286353007032,0.9821629523319915,0.03326715199647033,0.033156,0.36354226991534233,0.9578433305164511,0.9624491933899336,0.012353849547760861,-0.0041481056,0.06478417530700786,0.05168706
13,RhesusMacaque:Testis,0.2665066255463494,0.9144495907623482,0.9232457522723957,0.02416721817780719,-0.0016005486,0.24147558957338333,0.8199684384604612,0.8509447644678543,-0.07478491065519523,-0.10045265,0.03812941966482668,0.016327074
14,Chicken:Ovary,0.1305861607193947,0.9474156473975157,0.9550506635047424,0.14063534083388485,0.1969343,0.18239134550094604,0.8877420128492552,0.8990805742325123,0.05819545554820206,0.047856443,0.13834105448930067,0.16752803
15,Human:Ovary,0.16021981835365295,0.94604065388199,0.955002263620301,0.2249598184740475,0.1936668,0.1999840196222067,0.9465739499769524,0.9550757359252575,0.2697992499448489,0.39129826,0.2688782649073847,0.2723012
16,Chicken:Liver,0.1159491166472435,0.9729755240039891,0.9761120876940639,0.09940436796823296,0.11901317,0.12148326449096203,0.973289739322895,0.9749980488697543,-0.03970880211780278,-0.037323292,0.2246378410177219,0.2550383
17,Rat:Cerebellum,0.21303354842322214,0.9536102319858524,0.9667242491812853,-0.060681982918912115,-0.036683153,0.1766432709991932,0.931865235555165,0.9478615665956776,0.027266710787557907,0.054552816,-0.05219962036639734,-0.019086815
18,Mouse:Ovary,0.11509331315755844,0.9753948638075466,0.9761986749756257,0.22690744067315882,0.32563502,0.13534598983824253,0.955598879063374,0.958885241332095,0.085726891683212,0.092945196,0.22666550303876576,0.30029592
19,Opossum:Brain,0.18131759597195518,0.9468611595625261,0.9557410198256071,0.24617251268475626,0.26510102,0.1896563544869423,0.9487212879809236,0.9571438445079252,0.060622104566512236,0.051945154,0.2300739024928303,0.2829634
20,Opossum:Liver,0.14134066658360617,0.9713682379614159,0.9760337786941522,0.38745233367999754,0.43817195,0.1405910737812519,0.9723217008606176,0.9731858073690087,0.11321420692697994,0.12999389,0.34411380038448197,0.38250303
21,Human:Heart,0.13573425148542112,0.9712196696957037,0.9768709684653756,0.27339073897644384,0.2895031,0.36681580916047096,0.9547846385669382,0.9597647776607912,0.048224134127509366,0.07783636,0.293342002701437,0.32861865
22,Chicken:Testis,0.15267459452152252,0.9503916636097234,0.9566057238406408,-0.05470990514008383,-0.039247375,0.2005519587546587,0.8510125061910236,0.8680213753445671,0.08841826604897418,0.099916555,0.0837892492095007,0.10508546
23,Human:Testis,0.2128478468340986,0.9258859112454774,0.9338689137932302,0.2387902657202303,0.2989956,0.4383445158600807,0.8915747303851713,0.894337049702111,0.05956320317670417,0.07469442,0.2876725083872668,0.32956737
24,Mouse:Testis,0.11515047933374133,0.9616998332890485,0.9672430399559921,0.23547162081245473,0.27743188,0.23746926337480545,0.83561732518521,0.846018761080172,-0.054798146922567834,-0.13413982,0.23038426387202035,0.2413597
25,Rabbit:Cerebellum,0.16338226731334413,0.9485445176629853,0.9613320576795379,0.048422678138098404,0.03761372,0.16482514515519142,0.9271562440580298,0.9414639399295851,0.1412750937568939,0.121550985,0.08128271463810843,0.089363374
