,sequence,rec rmse,rec rho (sp),rec rho (pe),rec t-rho (sp),rec t-rho (pe),gen rmse,gen rho (sp),gen rho (pe),gen t-rho (sp),gen t-rho (pe),comp t-rho (sp),comp t-rho (pe)
0,Rabbit:Heart,0.05985652543604374,0.990045090196532,0.9915538939597696,0.5213444838858472,0.5252073,0.049158982932567596,0.9944885760487918,0.995336075650239,0.6420030884623869,0.7011737,0.677993917619993,0.7312599
1,Rat:Heart,0.08875036332756281,0.980272615299246,0.9823317845931383,0.4676891606077576,0.44852123,0.06834225077182055,0.9904152495760791,0.9924749530671098,0.4629163909110963,0.50767624,0.5981780667263596,0.62137586
2,Opossum:Ovary,0.08936763927340508,0.9781663279391865,0.9801161250444198,0.5228010462954209,0.5488321,0.08955313637852669,0.973953504530156,0.9801372865114615,0.371056695345246,0.4051396,0.6330317597690198,0.64476526
3,Opossum:Testis,0.08035483087102573,0.9841528377851286,0.9845238920128859,0.5599130188144087,0.6650768,0.18045642226934433,0.898184258730876,0.9195684655784238,0.3930288991837635,0.49787152,0.6492025512541727,0.6909658
4,RhesusMacaque:Liver,0.06762439804151654,0.9897231258292929,0.9914749590645017,0.6533200970659608,0.69654465,0.05735346395522356,0.9932741050519794,0.9938457290115168,0.5208471211118465,0.58936304,0.6760314470440214,0.7089397
5,Chicken:Kidney,0.08006476424634457,0.9849668077126674,0.9889730877772469,0.6125744540039709,0.6760219,0.07695853523910046,0.9882093796995803,0.9885491447023397,0.30306640194131923,0.34622163,0.5949959555849694,0.61023194
6,Human:Liver,0.08107558637857437,0.984611880389338,0.9867030207668154,0.5456958494847309,0.64667374,0.1359847467392683,0.9785390536113636,0.977501729005505,0.12243547319655856,0.16646646,0.5928428988596457,0.62728727
7,Chicken:Cerebellum,0.10925909280776977,0.9662403881414973,0.9747645681106143,0.42342819324950354,0.40779835,0.0754813589155674,0.9894570355604193,0.9914501915980936,0.1984116479152879,0.20709857,0.5863151702331053,0.6114453
8,RhesusMacaque:Brain,0.13173373256410872,0.957281112299009,0.964992690347431,0.22368503986637678,0.22585921,0.13504919596016407,0.9660868032381944,0.9698475083736935,0.3955879108757997,0.44684696,0.47885348712615416,0.49820715
9,Opossum:Cerebellum,0.11233280764685737,0.9654177605990194,0.9697852297199808,0.45404809177145383,0.42511886,0.10053950734436512,0.9780256490649099,0.9827739412954642,0.46591661151555264,0.5427589,0.5726237748573949,0.56167173
