,sequence,rec rmse,rec rho (sp),rec rho (pe),rec t-rho (sp),rec t-rho (pe),gen rmse,gen rho (sp),gen rho (pe),gen t-rho (sp),gen t-rho (pe),comp t-rho (sp),comp t-rho (pe)
0,Rabbit:Heart,0.10207759365439414,0.9745358551440502,0.9788069267285675,0.01777269719030142,0.024573037,0.16904634982347488,0.9346490181144309,0.940864416083192,0.14754026031325831,0.16983677,0.06911537613059783,0.13430135
1,Rat:Heart,0.16719023634990057,0.9460845335286697,0.953069653682352,-0.03450685647906032,-0.01321554,0.22586284577846527,0.9245692916429484,0.9362869798196362,0.04306198985219501,0.053065244,0.012472586652132725,0.030092722
2,Opossum:Ovary,0.1778868387142817,0.9394545739889676,0.9451156200809621,0.09076927925372665,0.09145929,0.20891911536455154,0.9242447690726621,0.9372147730496401,0.12768585925435694,0.14738286,0.0637825664298199,0.084521875
3,Opossum:Testis,0.18110819160938263,0.9365920602287615,0.9405514966681371,0.011036525794963916,0.012424349,0.30362844467163086,0.8022821653003226,0.8321545455176701,-0.004500330906684307,0.029764831,0.10825012181729587,0.08993644
4,RhesusMacaque:Liver,0.14323056396096945,0.9624803478634167,0.9677513976071742,0.02701879339867428,0.0031921868,0.13522132113575935,0.9721805255425524,0.9702722508153916,-0.0915067284359144,-0.08793447,-0.02111742217632357,-0.00279938
5,Chicken:Kidney,0.22246567159891129,0.9245444276904331,0.9446595549403065,-0.1114493712772998,-0.089184076,0.1595502458512783,0.943470418946586,0.950516727906427,0.05170968453562762,0.048712716,-0.06779174939333774,-0.0803333
6,Human:Liver,0.13327862769365312,0.9683557051227838,0.9740525086427548,0.13955595474457153,0.22882235,0.2709658294916153,0.977358825995378,0.9757707156269804,0.08568277079197,0.18564016,0.20591264786010569,0.2573525
7,Chicken:Cerebellum,0.16927957236766816,0.9355076060941659,0.9521345937088379,0.14559894109861016,0.11301347,0.1426631100475788,0.9401009995111541,0.9486901337272762,-0.00798588131480256,-0.015776733,0.08859107287300536,0.0997674
8,RhesusMacaque:Brain,0.17404396193368094,0.9251600356861065,0.9404652714499775,0.0954350635025685,0.093632646,0.2234390191733837,0.9067274874674632,0.9137391200169439,-0.06710787557908669,-0.12029621,0.12773119225799567,0.0722523
9,Opossum:Cerebellum,0.15821071714162827,0.9476500654756017,0.9570805382019382,0.02325538642547246,-0.019182175,0.18135645240545273,0.9144596540601135,0.9266864136249423,-0.13024487094639312,-0.20212077,-0.02867542781507043,-0.030464383
10,Rabbit:Brain,0.1559040149052938,0.9342616468262087,0.949889626073435,-0.028461651592028823,-0.026150133,0.2088611200451851,0.8567181028987507,0.8890812784291997,0.06119567615265828,0.024122631,0.009389871103967728,0.013857222
11,Human:Brain,0.1831406125655541,0.9123311038256633,0.9270415947706169,0.16329820631607528,0.21332456,0.2445901855826378,0.950497681985607,0.9582429566878579,0.18164570924332674,0.17618816,0.30554240357710566,0.3040874
12,Chicken:Heart,0.559432715177536,0.9750282934696488,0.9804240654035657,-0.015309949260975066,-0.0024088942,0.5522493422031403,0.9618130752342472,0.9643418125486923,-0.06622545775424664,-0.025849158,-0.015306272520038236,-0.020348687
