,model,source drug,source cell,target drug,target cell,Spearman correlation
0,cvae,BRD-A02006392,MCF7,BRD-A02006392,A549,0.8617482315339963
1,cvae,BRD-K75532464,A549,BRD-A02006392,A549,0.8613945777798981
2,Sagittarius,BRD-A02006392,MCF7,BRD-A02006392,A549,0.9510738564722244
3,Sagittarius,BRD-K75532464,A549,BRD-A02006392,A549,0.9510160975797268
4,cvae,BRD-A02006392,MCF7,BRD-A02006392,HELA,0.9005783836308953
5,cvae,BRD-K29735307,HELA,BRD-A02006392,HELA,0.9011652345037656
6,cvae,BRD-A02006392,HELA,BRD-A02006392,HELA,0.901277237366708
7,Sagittarius,BRD-A02006392,MCF7,BRD-A02006392,HELA,0.9652323152774248
8,Sagittarius,BRD-K29735307,HELA,BRD-A02006392,HELA,0.9651681679499544
9,Sagittarius,BRD-A02006392,HELA,BRD-A02006392,HELA,0.9660954082360358
10,cvae,BRD-A02006392,MCF7,BRD-A02006392,MCF7,0.8114730955583066
11,cvae,BRD-K71480163,MCF7,BRD-A02006392,MCF7,0.811438081033693
12,cvae,BRD-A02006392,MCF7,BRD-A02006392,MCF7,0.811486257273732
13,Sagittarius,BRD-A02006392,MCF7,BRD-A02006392,MCF7,0.942164843956158
14,Sagittarius,BRD-K71480163,MCF7,BRD-A02006392,MCF7,0.9418670633517044
15,Sagittarius,BRD-A02006392,MCF7,BRD-A02006392,MCF7,0.9420654447826944
16,cvae,BRD-A02367930,MCF7,BRD-A02367930,A549,0.8413637104784618
17,cvae,BRD-K86797399,A549,BRD-A02367930,A549,0.8423257728664169
18,Sagittarius,BRD-A02367930,MCF7,BRD-A02367930,A549,0.9519957923047698
19,Sagittarius,BRD-K86797399,A549,BRD-A02367930,A549,0.9520645064652726
20,cvae,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.7830772974526328
21,cvae,BRD-K12184916,MCF7,BRD-A02367930,MCF7,0.7830150551102898
22,cvae,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.7825568580814752
23,Sagittarius,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.915761006056384
24,Sagittarius,BRD-K12184916,MCF7,BRD-A02367930,MCF7,0.9156281189120454
25,Sagittarius,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.9153040982599284
26,cvae,BRD-A02481876,MCF7,BRD-A02481876,A549,0.9345870632690912
27,cvae,BRD-K57169635,A549,BRD-A02481876,A549,0.9344039602036678
28,Sagittarius,BRD-A02481876,MCF7,BRD-A02481876,A549,0.9570499744113034
29,Sagittarius,BRD-K57169635,A549,BRD-A02481876,A549,0.956956078528208
30,cvae,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.9379968391229604
31,cvae,BRD-K09132007,MCF7,BRD-A02481876,MCF7,0.9364796050592532
32,cvae,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.9358179787095656
33,Sagittarius,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.9703182022374416
34,Sagittarius,BRD-K09132007,MCF7,BRD-A02481876,MCF7,0.9694743964514836
35,Sagittarius,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.9691888731755768
36,cvae,BRD-A03249105,MCF7,BRD-A03249105,A549,0.8414146062932282
37,cvae,BRD-K41213548,A549,BRD-A03249105,A549,0.8411784715206232
38,Sagittarius,BRD-A03249105,MCF7,BRD-A03249105,A549,0.9602273933923662
39,Sagittarius,BRD-K41213548,A549,BRD-A03249105,A549,0.9602348016678616
40,cvae,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.7755338898810455
41,cvae,BRD-K17743125,MCF7,BRD-A03249105,MCF7,0.7756544170713761
42,cvae,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.7750687463913121
43,Sagittarius,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.9106616110200094
44,Sagittarius,BRD-K17743125,MCF7,BRD-A03249105,MCF7,0.9101306461249664
45,Sagittarius,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.9104736140028952
46,cvae,BRD-A03506276,A549,BRD-A03506276,A549,0.8340553793544089
47,cvae,BRD-K74402642,A549,BRD-A03506276,A549,0.8337632559785153
48,cvae,BRD-A03506276,A549,BRD-A03506276,A549,0.8340778928150049
49,Sagittarius,BRD-A03506276,A549,BRD-A03506276,A549,0.9341062309119448
50,Sagittarius,BRD-K74402642,A549,BRD-A03506276,A549,0.933969450414164
51,Sagittarius,BRD-A03506276,A549,BRD-A03506276,A549,0.9339321460589428
52,cvae,BRD-A03506276,A549,BRD-A03506276,MCF7,0.7642526513400202
53,cvae,BRD-K59369769,MCF7,BRD-A03506276,MCF7,0.7644724109374395
54,Sagittarius,BRD-A03506276,A549,BRD-A03506276,MCF7,0.9094471862083644
55,Sagittarius,BRD-K59369769,MCF7,BRD-A03506276,MCF7,0.9100796220283732
56,cvae,BRD-A04020513,PC3,BRD-A04020513,MCF7,0.9523484903592584
57,cvae,BRD-K28360340,MCF7,BRD-A04020513,MCF7,0.9524926663043518
58,Sagittarius,BRD-A04020513,PC3,BRD-A04020513,MCF7,0.9422810480489268
59,Sagittarius,BRD-K28360340,MCF7,BRD-A04020513,MCF7,0.9392809658651744
60,cvae,BRD-A04020513,PC3,BRD-A04020513,PC3,0.9411329256994418
61,cvae,BRD-K42805893,PC3,BRD-A04020513,PC3,0.9410897909351944
62,cvae,BRD-A04020513,PC3,BRD-A04020513,PC3,0.940880056562536
63,Sagittarius,BRD-A04020513,PC3,BRD-A04020513,PC3,0.8846868630025584
64,Sagittarius,BRD-K42805893,PC3,BRD-A04020513,PC3,0.8851559960571043
65,Sagittarius,BRD-A04020513,PC3,BRD-A04020513,PC3,0.8858661001091237
66,cvae,BRD-A04553218,A549,BRD-A04553218,A549,0.8808888229577314
67,cvae,BRD-K51313569,A549,BRD-A04553218,A549,0.8816115306992298
68,cvae,BRD-A04553218,A549,BRD-A04553218,A549,0.8812139340053757
69,Sagittarius,BRD-A04553218,A549,BRD-A04553218,A549,0.9220836581081756
70,Sagittarius,BRD-K51313569,A549,BRD-A04553218,A549,0.9226599962853432
71,Sagittarius,BRD-A04553218,A549,BRD-A04553218,A549,0.9241117745469474
72,cvae,BRD-A06935312,A549,BRD-A06935312,A549,0.8277393723012432
73,cvae,BRD-K76674262,A549,BRD-A06935312,A549,0.8278355067022156
74,cvae,BRD-A06935312,A549,BRD-A06935312,A549,0.8280363832147362
75,Sagittarius,BRD-A06935312,A549,BRD-A06935312,A549,0.940250308246798
76,Sagittarius,BRD-K76674262,A549,BRD-A06935312,A549,0.9395557904367298
77,Sagittarius,BRD-A06935312,A549,BRD-A06935312,A549,0.9399570046780984
78,cvae,BRD-A06935312,A549,BRD-A06935312,MCF7,0.7688572377142234
79,cvae,BRD-K00521308,MCF7,BRD-A06935312,MCF7,0.7684643938620508
80,cvae,BRD-A06935312,MCF7,BRD-A06935312,MCF7,0.7690190459964047
81,Sagittarius,BRD-A06935312,A549,BRD-A06935312,MCF7,0.9199101598751394
82,Sagittarius,BRD-K00521308,MCF7,BRD-A06935312,MCF7,0.9198362054020132
83,Sagittarius,BRD-A06935312,MCF7,BRD-A06935312,MCF7,0.919408064805208
84,cvae,BRD-A07986123,HELA,BRD-A07986123,HELA,0.8995284546057022
85,cvae,BRD-K16732600,HELA,BRD-A07986123,HELA,0.8996828289560229
86,cvae,BRD-A07986123,HELA,BRD-A07986123,HELA,0.9001166909223015
87,Sagittarius,BRD-A07986123,HELA,BRD-A07986123,HELA,0.9663597201118884
88,Sagittarius,BRD-K16732600,HELA,BRD-A07986123,HELA,0.9661747633740684
89,Sagittarius,BRD-A07986123,HELA,BRD-A07986123,HELA,0.966374466107874
90,cvae,BRD-A08187463,HELA,BRD-A08187463,HELA,0.8993897370523373
91,cvae,BRD-K11267252,HELA,BRD-A08187463,HELA,0.898859618817351
92,cvae,BRD-A08187463,HELA,BRD-A08187463,HELA,0.8991156436871947
93,Sagittarius,BRD-A08187463,HELA,BRD-A08187463,HELA,0.969027533122063
94,Sagittarius,BRD-K11267252,HELA,BRD-A08187463,HELA,0.9688854930693852
95,Sagittarius,BRD-A08187463,HELA,BRD-A08187463,HELA,0.9686605252297996
96,cvae,BRD-A08545410,A549,BRD-A08545410,A549,0.8295876055484431
97,cvae,BRD-K44827188,A549,BRD-A08545410,A549,0.8296171424390542
98,cvae,BRD-A08545410,A549,BRD-A08545410,A549,0.8293332034437079
99,Sagittarius,BRD-A08545410,A549,BRD-A08545410,A549,0.9327316398255012
100,Sagittarius,BRD-K44827188,A549,BRD-A08545410,A549,0.9323188032506282
101,Sagittarius,BRD-A08545410,A549,BRD-A08545410,A549,0.9331484338947296
102,cvae,BRD-A08545410,HELA,BRD-A08545410,HELA,0.8843708086518832
103,cvae,BRD-K26603252,HELA,BRD-A08545410,HELA,0.8840137682575588
104,cvae,BRD-A08545410,HELA,BRD-A08545410,HELA,0.8840544656670979
105,Sagittarius,BRD-A08545410,HELA,BRD-A08545410,HELA,0.9573309180259948
106,Sagittarius,BRD-K26603252,HELA,BRD-A08545410,HELA,0.9579616220413426
107,Sagittarius,BRD-A08545410,HELA,BRD-A08545410,HELA,0.9576423798872724
108,cvae,BRD-A08545410,MCF7,BRD-A08545410,MCF7,0.8105900804319999
109,cvae,BRD-K32164935,MCF7,BRD-A08545410,MCF7,0.8111642185758385
110,cvae,BRD-A08545410,MCF7,BRD-A08545410,MCF7,0.8115640922721175
111,Sagittarius,BRD-A08545410,MCF7,BRD-A08545410,MCF7,0.9507842538342268
112,Sagittarius,BRD-K32164935,MCF7,BRD-A08545410,MCF7,0.9514361179368982
113,Sagittarius,BRD-A08545410,MCF7,BRD-A08545410,MCF7,0.9515178334605432
114,cvae,BRD-K32744045,HELA,BRD-A09349126,HELA,0.8707492285339398
115,Sagittarius,BRD-K32744045,HELA,BRD-A09349126,HELA,0.9527447978207536
116,cvae,BRD-K32744045,HELA,BRD-A09472452,HELA,0.8822351086591009
117,Sagittarius,BRD-K32744045,HELA,BRD-A09472452,HELA,0.9676044322628308
118,cvae,BRD-A09533288,HELA,BRD-A09533288,HELA,0.8983422902804922
119,cvae,BRD-K28984613,HELA,BRD-A09533288,HELA,0.89878195058534
120,cvae,BRD-A09533288,HELA,BRD-A09533288,HELA,0.8981225114407987
121,Sagittarius,BRD-A09533288,HELA,BRD-A09533288,HELA,0.9582334897167908
122,Sagittarius,BRD-K28984613,HELA,BRD-A09533288,HELA,0.9582190515971892
123,Sagittarius,BRD-A09533288,HELA,BRD-A09533288,HELA,0.9579586972156924
124,cvae,BRD-A09722536,THP1,BRD-A09722536,BJAB,0.9348115692941004
125,cvae,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.9384059875953142
126,cvae,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.9398344570489964
127,Sagittarius,BRD-A09722536,THP1,BRD-A09722536,BJAB,0.8682402091830175
128,Sagittarius,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.8684577687471078
129,Sagittarius,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.8684885243150731
130,cvae,BRD-A09722536,THP1,BRD-A09722536,MINO,0.946370858694624
131,cvae,BRD-K70301465,MINO,BRD-A09722536,MINO,0.9445512451229736
132,cvae,BRD-A09722536,MINO,BRD-A09722536,MINO,0.9467608354479686
133,Sagittarius,BRD-A09722536,THP1,BRD-A09722536,MINO,0.7516669533872398
134,Sagittarius,BRD-K70301465,MINO,BRD-A09722536,MINO,0.7521297172490868
135,Sagittarius,BRD-A09722536,MINO,BRD-A09722536,MINO,0.7534123366798364
136,cvae,BRD-A09722536,BJAB,BRD-A09722536,THP1,0.9346221932473486
137,cvae,BRD-K50168500,THP1,BRD-A09722536,THP1,0.9358825750234296
138,cvae,BRD-A09722536,THP1,BRD-A09722536,THP1,0.9268427407004352
139,Sagittarius,BRD-A09722536,BJAB,BRD-A09722536,THP1,0.9141416019317552
140,Sagittarius,BRD-K50168500,THP1,BRD-A09722536,THP1,0.9149857155940976
141,Sagittarius,BRD-A09722536,THP1,BRD-A09722536,THP1,0.9141929980456458
142,cvae,BRD-A09722536,THP1,BRD-A09722536,TMD8,0.9026180582622576
143,cvae,BRD-K40624912,TMD8,BRD-A09722536,TMD8,0.9027412665427677
144,cvae,BRD-A09722536,TMD8,BRD-A09722536,TMD8,0.905661781923473
145,Sagittarius,BRD-A09722536,THP1,BRD-A09722536,TMD8,0.8321476810664152
146,Sagittarius,BRD-K40624912,TMD8,BRD-A09722536,TMD8,0.8327141671992876
147,Sagittarius,BRD-A09722536,TMD8,BRD-A09722536,TMD8,0.8363475254490139
148,cvae,BRD-A26423207,HELA,BRD-A10012892,HELA,0.8871078746062334
149,Sagittarius,BRD-A26423207,HELA,BRD-A10012892,HELA,0.9664846858534248
150,cvae,BRD-K36627727,HELA,BRD-A10039652,HELA,0.8759900799406806
151,Sagittarius,BRD-K36627727,HELA,BRD-A10039652,HELA,0.964396584832461
152,cvae,BRD-A10070317,HELA,BRD-A10070317,HELA,0.8966962805049935
153,cvae,BRD-K23976833,HELA,BRD-A10070317,HELA,0.898022842875499
154,cvae,BRD-A10070317,HELA,BRD-A10070317,HELA,0.8972423505851375
155,Sagittarius,BRD-A10070317,HELA,BRD-A10070317,HELA,0.9644806799839925
156,Sagittarius,BRD-K23976833,HELA,BRD-A10070317,HELA,0.9645623057103584
157,Sagittarius,BRD-A10070317,HELA,BRD-A10070317,HELA,0.965297520929966
158,cvae,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.8437599316191158
159,cvae,BRD-K32828673,MCF7,BRD-A10523515,MCF7,0.844288811934474
160,cvae,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.8449933100706644
161,Sagittarius,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.960045034361538
162,Sagittarius,BRD-K32828673,MCF7,BRD-A10523515,MCF7,0.9605447754599484
163,Sagittarius,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.9602244942230812
164,cvae,BRD-A10903566,HELA,BRD-A10903566,HELA,0.8972577636466224
165,cvae,BRD-A26423207,HELA,BRD-A10903566,HELA,0.8973583558410748
166,cvae,BRD-A10903566,HELA,BRD-A10903566,HELA,0.8971675494519549
167,Sagittarius,BRD-A10903566,HELA,BRD-A10903566,HELA,0.9654969735142094
168,Sagittarius,BRD-A26423207,HELA,BRD-A10903566,HELA,0.9648372585637404
169,Sagittarius,BRD-A10903566,HELA,BRD-A10903566,HELA,0.9654095558633652
170,cvae,BRD-A10967948,HELA,BRD-A10967948,HELA,0.8881905539817978
171,cvae,BRD-K23499943,HELA,BRD-A10967948,HELA,0.8874716626246455
172,cvae,BRD-A10967948,HELA,BRD-A10967948,HELA,0.8875848905790333
173,Sagittarius,BRD-A10967948,HELA,BRD-A10967948,HELA,0.963250418780834
174,Sagittarius,BRD-K23499943,HELA,BRD-A10967948,HELA,0.9629586994926947
175,Sagittarius,BRD-A10967948,HELA,BRD-A10967948,HELA,0.9629610983628552
176,cvae,BRD-A10977446,HELA,BRD-A10977446,HELA,0.8945170224179357
177,cvae,BRD-K25943794,HELA,BRD-A10977446,HELA,0.8942386572679619
178,cvae,BRD-A10977446,HELA,BRD-A10977446,HELA,0.8939818691212489
179,Sagittarius,BRD-A10977446,HELA,BRD-A10977446,HELA,0.9629704372798432
180,Sagittarius,BRD-K25943794,HELA,BRD-A10977446,HELA,0.963203435561784
181,Sagittarius,BRD-A10977446,HELA,BRD-A10977446,HELA,0.9617785836556164
182,cvae,BRD-A10977446,HELA,BRD-A10977446,MCF7,0.8776216836670341
183,cvae,BRD-K83837640,MCF7,BRD-A10977446,MCF7,0.8780974745483886
184,Sagittarius,BRD-A10977446,HELA,BRD-A10977446,MCF7,0.94640056235161
185,Sagittarius,BRD-K83837640,MCF7,BRD-A10977446,MCF7,0.9464004212416004
186,cvae,BRD-A11319535,HELA,BRD-A11319535,HELA,0.8926190671346842
187,cvae,BRD-A26690767,HELA,BRD-A11319535,HELA,0.8933504146572148
188,cvae,BRD-A11319535,HELA,BRD-A11319535,HELA,0.8931711857029596
189,Sagittarius,BRD-A11319535,HELA,BRD-A11319535,HELA,0.9629336652942032
190,Sagittarius,BRD-A26690767,HELA,BRD-A11319535,HELA,0.9629291433598096
191,Sagittarius,BRD-A11319535,HELA,BRD-A11319535,HELA,0.962858267650526
192,cvae,BRD-A11990600,PC3,BRD-A11990600,A549,0.8677746359491643
193,cvae,BRD-K70401845,A549,BRD-A11990600,A549,0.8681091628828927
194,cvae,BRD-A11990600,A549,BRD-A11990600,A549,0.868087605121906
195,Sagittarius,BRD-A11990600,PC3,BRD-A11990600,A549,0.969480553979168
196,Sagittarius,BRD-K70401845,A549,BRD-A11990600,A549,0.969493728522776
197,Sagittarius,BRD-A11990600,A549,BRD-A11990600,A549,0.9687812127724136
198,cvae,BRD-A11990600,A549,BRD-A11990600,HT29,0.8793759697184078
199,cvae,BRD-K62858456,HT29,BRD-A11990600,HT29,0.8801451539657408
200,cvae,BRD-A11990600,HT29,BRD-A11990600,HT29,0.8796642959522293
201,Sagittarius,BRD-A11990600,A549,BRD-A11990600,HT29,0.9058614205163652
202,Sagittarius,BRD-K62858456,HT29,BRD-A11990600,HT29,0.9063715909272912
203,Sagittarius,BRD-A11990600,HT29,BRD-A11990600,HT29,0.9061372841707174
204,cvae,BRD-A11990600,MCF7,BRD-A11990600,MCF7,0.8168596109793311
205,cvae,BRD-A42699921,MCF7,BRD-A11990600,MCF7,0.8164032483806393
206,cvae,BRD-A11990600,MCF7,BRD-A11990600,MCF7,0.8164096304015205
207,Sagittarius,BRD-A11990600,MCF7,BRD-A11990600,MCF7,0.9541232694324568
208,Sagittarius,BRD-A42699921,MCF7,BRD-A11990600,MCF7,0.9538673536021656
209,Sagittarius,BRD-A11990600,MCF7,BRD-A11990600,MCF7,0.9541958577041278
210,cvae,BRD-A11990600,PC3,BRD-A11990600,PC3,0.8666244482622685
211,cvae,BRD-K70301465,PC3,BRD-A11990600,PC3,0.8662526618719582
212,cvae,BRD-A11990600,PC3,BRD-A11990600,PC3,0.8661373557519767
213,Sagittarius,BRD-A11990600,PC3,BRD-A11990600,PC3,0.9011407262607634
214,Sagittarius,BRD-K70301465,PC3,BRD-A11990600,PC3,0.901010577933426
215,Sagittarius,BRD-A11990600,PC3,BRD-A11990600,PC3,0.9011810644811876
216,cvae,BRD-A12230535,PC3,BRD-A12230535,A375,0.8173239719499215
217,cvae,BRD-K42805893,A375,BRD-A12230535,A375,0.8176687935002473
218,cvae,BRD-A12230535,A375,BRD-A12230535,A375,0.817448296282324
219,Sagittarius,BRD-A12230535,PC3,BRD-A12230535,A375,0.9010562013651124
220,Sagittarius,BRD-K42805893,A375,BRD-A12230535,A375,0.9004392619897761
221,Sagittarius,BRD-A12230535,A375,BRD-A12230535,A375,0.8990267892798907
222,cvae,BRD-A12230535,A549,BRD-A12230535,A549,0.8585754755973363
223,cvae,BRD-K49328571,A549,BRD-A12230535,A549,0.8587004220965986
224,cvae,BRD-A12230535,A549,BRD-A12230535,A549,0.8583813916075427
225,Sagittarius,BRD-A12230535,A549,BRD-A12230535,A549,0.9623669610822252
226,Sagittarius,BRD-K49328571,A549,BRD-A12230535,A549,0.9628646689136812
227,Sagittarius,BRD-A12230535,A549,BRD-A12230535,A549,0.9628433356458912
228,cvae,BRD-A12230535,MCF7,BRD-A12230535,HA1E,0.8618753203397655
229,cvae,BRD-K59317601,HA1E,BRD-A12230535,HA1E,0.8620418558072629
230,cvae,BRD-A12230535,HA1E,BRD-A12230535,HA1E,0.8620202467335455
231,Sagittarius,BRD-A12230535,MCF7,BRD-A12230535,HA1E,0.8842072749791321
232,Sagittarius,BRD-K59317601,HA1E,BRD-A12230535,HA1E,0.8839090774587415
233,Sagittarius,BRD-A12230535,HA1E,BRD-A12230535,HA1E,0.8839020604428178
234,cvae,BRD-A12230535,A375,BRD-A12230535,HT29,0.8257148413395294
235,cvae,BRD-K92428232,HT29,BRD-A12230535,HT29,0.8245632297243566
236,Sagittarius,BRD-A12230535,A375,BRD-A12230535,HT29,0.911438062432828
237,Sagittarius,BRD-K92428232,HT29,BRD-A12230535,HT29,0.912515475839404
238,cvae,BRD-A12230535,XC.L100.M,BRD-A12230535,MCF7,0.7905305806268311
239,cvae,BRD-K79131256,MCF7,BRD-A12230535,MCF7,0.7903004751000838
240,cvae,BRD-A12230535,MCF7,BRD-A12230535,MCF7,0.7906551615228872
241,Sagittarius,BRD-A12230535,XC.L100.M,BRD-A12230535,MCF7,0.9550841387994228
242,Sagittarius,BRD-K79131256,MCF7,BRD-A12230535,MCF7,0.9550213512593162
243,Sagittarius,BRD-A12230535,MCF7,BRD-A12230535,MCF7,0.9548233161892584
244,cvae,BRD-A12230535,A375,BRD-A12230535,PC3,0.8184483942319128
245,cvae,BRD-K80700417,PC3,BRD-A12230535,PC3,0.8191269281263671
246,cvae,BRD-A12230535,PC3,BRD-A12230535,PC3,0.8193510364777137
247,Sagittarius,BRD-A12230535,A375,BRD-A12230535,PC3,0.909462400433018
248,Sagittarius,BRD-K80700417,PC3,BRD-A12230535,PC3,0.9082035708670408
249,Sagittarius,BRD-A12230535,PC3,BRD-A12230535,PC3,0.9079886539085816
250,cvae,BRD-A12230535,A549,BRD-A12230535,XC.L100.L,0.9107539931775492
251,cvae,BRD-K19687926,XC.L100.L,BRD-A12230535,XC.L100.L,0.9107622737694664
252,Sagittarius,BRD-A12230535,A549,BRD-A12230535,XC.L100.L,0.785128735527509
253,Sagittarius,BRD-K19687926,XC.L100.L,BRD-A12230535,XC.L100.L,0.7876948210490646
254,cvae,BRD-A12230535,MCF7,BRD-A12230535,XC.L100.M,0.9044286407933042
255,cvae,BRD-K51544265,XC.L100.M,BRD-A12230535,XC.L100.M,0.9045738365789204
256,cvae,BRD-A12230535,XC.L100.M,BRD-A12230535,XC.L100.M,0.90451534648001
257,Sagittarius,BRD-A12230535,MCF7,BRD-A12230535,XC.L100.M,0.8004860200742202
258,Sagittarius,BRD-K51544265,XC.L100.M,BRD-A12230535,XC.L100.M,0.8003447432984115
259,Sagittarius,BRD-A12230535,XC.L100.M,BRD-A12230535,XC.L100.M,0.7975148910987673
260,cvae,BRD-A13084692,A549,BRD-A13084692,A375,0.8774011030659234
261,cvae,BRD-A79768653,A375,BRD-A13084692,A375,0.8770042632348474
262,cvae,BRD-A13084692,A375,BRD-A13084692,A375,0.87768614528498
263,Sagittarius,BRD-A13084692,A549,BRD-A13084692,A375,0.906738380740449
264,Sagittarius,BRD-A79768653,A375,BRD-A13084692,A375,0.9070266428333572
265,Sagittarius,BRD-A13084692,A375,BRD-A13084692,A375,0.907334904063057
266,cvae,BRD-A13084692,A549,BRD-A13084692,A549,0.873063926573689
267,cvae,BRD-K21680192,A549,BRD-A13084692,A549,0.8734538071156634
268,cvae,BRD-A13084692,A549,BRD-A13084692,A549,0.8732382230917052
269,Sagittarius,BRD-A13084692,A549,BRD-A13084692,A549,0.9679624668413128
270,Sagittarius,BRD-K21680192,A549,BRD-A13084692,A549,0.9679013597931364
271,Sagittarius,BRD-A13084692,A549,BRD-A13084692,A549,0.9676365925167992
272,cvae,BRD-A13084692,HT29,BRD-A13084692,HT29,0.8760253510289476
273,cvae,BRD-A61304759,HT29,BRD-A13084692,HT29,0.8754925196333252
274,cvae,BRD-A13084692,HT29,BRD-A13084692,HT29,0.8759547511255914
275,Sagittarius,BRD-A13084692,HT29,BRD-A13084692,HT29,0.9070136671265808
276,Sagittarius,BRD-A61304759,HT29,BRD-A13084692,HT29,0.907581307795894
277,Sagittarius,BRD-A13084692,HT29,BRD-A13084692,HT29,0.9072587431425106
278,cvae,BRD-A13084692,HT29,BRD-A13084692,MCF7,0.8214748190887899
279,cvae,BRD-K20285085,MCF7,BRD-A13084692,MCF7,0.8218802281458937
280,cvae,BRD-A13084692,MCF7,BRD-A13084692,MCF7,0.8216468450184726
281,Sagittarius,BRD-A13084692,HT29,BRD-A13084692,MCF7,0.9548604858485616
282,Sagittarius,BRD-K20285085,MCF7,BRD-A13084692,MCF7,0.9551312567143913
283,Sagittarius,BRD-A13084692,MCF7,BRD-A13084692,MCF7,0.9548983482297292
284,cvae,BRD-A13084692,MCF7,BRD-A13084692,PC3,0.8554446036771127
285,cvae,BRD-K87156652,PC3,BRD-A13084692,PC3,0.8567452274622478
286,cvae,BRD-A13084692,PC3,BRD-A13084692,PC3,0.8559896154321859
287,Sagittarius,BRD-A13084692,MCF7,BRD-A13084692,PC3,0.9064841838866368
288,Sagittarius,BRD-K87156652,PC3,BRD-A13084692,PC3,0.9065384342711726
289,Sagittarius,BRD-A13084692,PC3,BRD-A13084692,PC3,0.9069358513704692
290,cvae,BRD-A13122391,A549,BRD-A13122391,A549,0.9482034415589592
291,cvae,BRD-K08109215,A549,BRD-A13122391,A549,0.949197593645878
292,cvae,BRD-A13122391,A549,BRD-A13122391,A549,0.9500254475866786
293,Sagittarius,BRD-A13122391,A549,BRD-A13122391,A549,0.9603024895737504
294,Sagittarius,BRD-K08109215,A549,BRD-A13122391,A549,0.9602148281874352
295,Sagittarius,BRD-A13122391,A549,BRD-A13122391,A549,0.9600864886338552
296,cvae,BRD-A13122391,A549,BRD-A13122391,MCF7,0.9469786708179864
297,cvae,BRD-K73319509,MCF7,BRD-A13122391,MCF7,0.9450083517562607
298,cvae,BRD-A13122391,MCF7,BRD-A13122391,MCF7,0.9465331801041124
299,Sagittarius,BRD-A13122391,A549,BRD-A13122391,MCF7,0.9530864379817756
300,Sagittarius,BRD-K73319509,MCF7,BRD-A13122391,MCF7,0.9523195435650504
301,Sagittarius,BRD-A13122391,MCF7,BRD-A13122391,MCF7,0.9522358717435476
302,cvae,BRD-A13689093,THP1,BRD-A13689093,BJAB,0.9406626958352774
303,cvae,BRD-A30655177,BJAB,BRD-A13689093,BJAB,0.9352731593772328
304,Sagittarius,BRD-A13689093,THP1,BRD-A13689093,BJAB,0.8568301179611049
305,Sagittarius,BRD-A30655177,BJAB,BRD-A13689093,BJAB,0.8574742081850747
306,cvae,BRD-A13689093,MINO,BRD-A13689093,MINO,0.946668838135909
307,cvae,BRD-K87782578,MINO,BRD-A13689093,MINO,0.9469275954086628
308,cvae,BRD-A13689093,MINO,BRD-A13689093,MINO,0.9451179557490428
309,Sagittarius,BRD-A13689093,MINO,BRD-A13689093,MINO,0.7442354652954075
310,Sagittarius,BRD-K87782578,MINO,BRD-A13689093,MINO,0.7467335742769641
311,Sagittarius,BRD-A13689093,MINO,BRD-A13689093,MINO,0.7394751127130633
312,cvae,BRD-A13689093,TMD8,BRD-A13689093,THP1,0.9328331877195628
313,cvae,BRD-K77503770,THP1,BRD-A13689093,THP1,0.9288995345415784
314,cvae,BRD-A13689093,THP1,BRD-A13689093,THP1,0.928947358006594
315,Sagittarius,BRD-A13689093,TMD8,BRD-A13689093,THP1,0.913522090505792
316,Sagittarius,BRD-K77503770,THP1,BRD-A13689093,THP1,0.9110323775697968
317,Sagittarius,BRD-A13689093,THP1,BRD-A13689093,THP1,0.9131347820144442
318,cvae,BRD-A13689093,THP1,BRD-A13689093,TMD8,0.9048492320046048
319,cvae,BRD-K98795921,TMD8,BRD-A13689093,TMD8,0.9025059527738536
320,cvae,BRD-A13689093,TMD8,BRD-A13689093,TMD8,0.901162527757221
321,Sagittarius,BRD-A13689093,THP1,BRD-A13689093,TMD8,0.8251528258283194
322,Sagittarius,BRD-K98795921,TMD8,BRD-A13689093,TMD8,0.8254464052029469
323,Sagittarius,BRD-A13689093,TMD8,BRD-A13689093,TMD8,0.8240809157121116
324,cvae,BRD-A15079084,A549,BRD-A15079084,A549,0.959395851349046
325,cvae,BRD-K77695569,A549,BRD-A15079084,A549,0.9591688117579582
326,cvae,BRD-A15079084,A549,BRD-A15079084,A549,0.9589984214215668
