,model,source drug,source cell,target drug,target cell,Spearman correlation
0,cvae,BRD-A01145011,A549,BRD-A01145011,A549,0.8302822580544296
1,cvae,BRD-K71879491,A549,BRD-A01145011,A549,0.8298199624212501
2,cvae,BRD-A01145011,A549,BRD-A01145011,A549,0.8297641662407016
3,Sagittarius,BRD-A01145011,A549,BRD-A01145011,A549,0.9500073021222836
4,Sagittarius,BRD-K71879491,A549,BRD-A01145011,A549,0.9500133570245068
5,Sagittarius,BRD-A01145011,A549,BRD-A01145011,A549,0.947308797685057
6,cvae,BRD-A01145011,A549,BRD-A01145011,MCF7,0.7849639446928556
7,cvae,BRD-K43966364,MCF7,BRD-A01145011,MCF7,0.7853036477982935
8,cvae,BRD-A01145011,MCF7,BRD-A01145011,MCF7,0.7854111543832083
9,Sagittarius,BRD-A01145011,A549,BRD-A01145011,MCF7,0.9518074489267234
10,Sagittarius,BRD-K43966364,MCF7,BRD-A01145011,MCF7,0.952559597347463
11,Sagittarius,BRD-A01145011,MCF7,BRD-A01145011,MCF7,0.9532285742458236
12,cvae,BRD-A02006392,MCF7,BRD-A02006392,A549,0.8571724508439915
13,cvae,BRD-K21718444,A549,BRD-A02006392,A549,0.8575275092840927
14,Sagittarius,BRD-A02006392,MCF7,BRD-A02006392,A549,0.9487643987450984
15,Sagittarius,BRD-K21718444,A549,BRD-A02006392,A549,0.9486565586274344
16,cvae,BRD-A02006392,MCF7,BRD-A02006392,HELA,0.8415336646566423
17,cvae,BRD-K70511574,HELA,BRD-A02006392,HELA,0.8420765597615739
18,cvae,BRD-A02006392,HELA,BRD-A02006392,HELA,0.8415136526916681
19,Sagittarius,BRD-A02006392,MCF7,BRD-A02006392,HELA,0.9699059172744238
20,Sagittarius,BRD-K70511574,HELA,BRD-A02006392,HELA,0.969623774224652
21,Sagittarius,BRD-A02006392,HELA,BRD-A02006392,HELA,0.969923479056507
22,cvae,BRD-A02006392,HELA,BRD-A02006392,MCF7,0.8110146227235645
23,cvae,BRD-K02404261,MCF7,BRD-A02006392,MCF7,0.8114979565763323
24,cvae,BRD-A02006392,MCF7,BRD-A02006392,MCF7,0.811096748749055
25,Sagittarius,BRD-A02006392,HELA,BRD-A02006392,MCF7,0.9406032372085752
26,Sagittarius,BRD-K02404261,MCF7,BRD-A02006392,MCF7,0.940467329027216
27,Sagittarius,BRD-A02006392,MCF7,BRD-A02006392,MCF7,0.94024168770804
28,cvae,BRD-A02367930,MCF7,BRD-A02367930,A549,0.8492653963640018
29,cvae,BRD-K56751279,A549,BRD-A02367930,A549,0.8495829131275021
30,Sagittarius,BRD-A02367930,MCF7,BRD-A02367930,A549,0.9473480006113144
31,Sagittarius,BRD-K56751279,A549,BRD-A02367930,A549,0.9470315742433414
32,cvae,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.7928202444680885
33,cvae,BRD-K75295174,MCF7,BRD-A02367930,MCF7,0.7923037048644643
34,cvae,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.792637667358155
35,Sagittarius,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.9163829355947812
36,Sagittarius,BRD-K75295174,MCF7,BRD-A02367930,MCF7,0.9160456441876862
37,Sagittarius,BRD-A02367930,MCF7,BRD-A02367930,MCF7,0.9159162142385786
38,cvae,BRD-A02481876,MCF7,BRD-A02481876,A549,0.8130064418194549
39,cvae,BRD-K41524689,A549,BRD-A02481876,A549,0.8125035578162891
40,Sagittarius,BRD-A02481876,MCF7,BRD-A02481876,A549,0.9549404888098194
41,Sagittarius,BRD-K41524689,A549,BRD-A02481876,A549,0.9533356895711668
42,cvae,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.762833559287874
43,cvae,BRD-K27305650,MCF7,BRD-A02481876,MCF7,0.7637269139294174
44,cvae,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.762636544058339
45,Sagittarius,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.9681996984235364
46,Sagittarius,BRD-K27305650,MCF7,BRD-A02481876,MCF7,0.9693872289502016
47,Sagittarius,BRD-A02481876,MCF7,BRD-A02481876,MCF7,0.9688040212812112
48,cvae,BRD-A03249105,MCF7,BRD-A03249105,A549,0.8502419481842892
49,cvae,BRD-K07857022,A549,BRD-A03249105,A549,0.8505974940953319
50,Sagittarius,BRD-A03249105,MCF7,BRD-A03249105,A549,0.954353240263286
51,Sagittarius,BRD-K07857022,A549,BRD-A03249105,A549,0.95509788419716
52,cvae,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.7827199940805636
53,cvae,BRD-K09499853,MCF7,BRD-A03249105,MCF7,0.782556819596927
54,cvae,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.7830290891421371
55,Sagittarius,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.9089982447133504
56,Sagittarius,BRD-K09499853,MCF7,BRD-A03249105,MCF7,0.9093087316327444
57,Sagittarius,BRD-A03249105,MCF7,BRD-A03249105,MCF7,0.9091613935406216
58,cvae,BRD-A03506276,A549,BRD-A03506276,A549,0.8447146627006716
59,cvae,BRD-K82928847,A549,BRD-A03506276,A549,0.8443878968174621
60,cvae,BRD-A03506276,A549,BRD-A03506276,A549,0.8443122554383141
61,Sagittarius,BRD-A03506276,A549,BRD-A03506276,A549,0.9286725141927648
62,Sagittarius,BRD-K82928847,A549,BRD-A03506276,A549,0.928645016983199
63,Sagittarius,BRD-A03506276,A549,BRD-A03506276,A549,0.9284101008879482
64,cvae,BRD-A03506276,A549,BRD-A03506276,MCF7,0.7773895442319234
65,cvae,BRD-K57569181,MCF7,BRD-A03506276,MCF7,0.7773788519416632
66,Sagittarius,BRD-A03506276,A549,BRD-A03506276,MCF7,0.9093541947121476
67,Sagittarius,BRD-K57569181,MCF7,BRD-A03506276,MCF7,0.9091112096899936
68,cvae,BRD-A04020513,PC3,BRD-A04020513,MCF7,0.7557412291037163
69,cvae,BRD-A01145011,MCF7,BRD-A04020513,MCF7,0.7563489899143482
70,Sagittarius,BRD-A04020513,PC3,BRD-A04020513,MCF7,0.9418688528831878
71,Sagittarius,BRD-A01145011,MCF7,BRD-A04020513,MCF7,0.9423067300706438
72,cvae,BRD-A04020513,PC3,BRD-A04020513,PC3,0.7734800657641918
73,cvae,BRD-K52911425,PC3,BRD-A04020513,PC3,0.7729864180525525
74,cvae,BRD-A04020513,PC3,BRD-A04020513,PC3,0.7727315028205102
75,Sagittarius,BRD-A04020513,PC3,BRD-A04020513,PC3,0.8884786364801485
76,Sagittarius,BRD-K52911425,PC3,BRD-A04020513,PC3,0.8934487426774248
77,Sagittarius,BRD-A04020513,PC3,BRD-A04020513,PC3,0.886979111722625
78,cvae,BRD-A04553218,A549,BRD-A04553218,A549,0.8397792952220813
79,cvae,BRD-K47554101,A549,BRD-A04553218,A549,0.8394254811156998
80,cvae,BRD-A04553218,A549,BRD-A04553218,A549,0.8400508037084148
81,Sagittarius,BRD-A04553218,A549,BRD-A04553218,A549,0.9169032595122948
82,Sagittarius,BRD-K47554101,A549,BRD-A04553218,A549,0.9161591158775452
83,Sagittarius,BRD-A04553218,A549,BRD-A04553218,A549,0.918207949831338
84,cvae,BRD-A06935312,A549,BRD-A06935312,A549,0.837226371415951
85,cvae,BRD-K08109215,A549,BRD-A06935312,A549,0.83723442110058
86,cvae,BRD-A06935312,A549,BRD-A06935312,A549,0.8369811671181941
87,Sagittarius,BRD-A06935312,A549,BRD-A06935312,A549,0.9348730162891176
88,Sagittarius,BRD-K08109215,A549,BRD-A06935312,A549,0.935111286954138
89,Sagittarius,BRD-A06935312,A549,BRD-A06935312,A549,0.9349474133345458
90,cvae,BRD-A06935312,A549,BRD-A06935312,MCF7,0.7858973232643475
91,cvae,BRD-K89732114,MCF7,BRD-A06935312,MCF7,0.7859949136640537
92,cvae,BRD-A06935312,MCF7,BRD-A06935312,MCF7,0.7854579451795183
93,Sagittarius,BRD-A06935312,A549,BRD-A06935312,MCF7,0.9193033098654774
94,Sagittarius,BRD-K89732114,MCF7,BRD-A06935312,MCF7,0.919776464555292
95,Sagittarius,BRD-A06935312,MCF7,BRD-A06935312,MCF7,0.9177451474849428
96,cvae,BRD-A07986123,HELA,BRD-A07986123,HELA,0.8344098797685635
97,cvae,BRD-A34513497,HELA,BRD-A07986123,HELA,0.8339902763273291
98,cvae,BRD-A07986123,HELA,BRD-A07986123,HELA,0.8343748075171278
99,Sagittarius,BRD-A07986123,HELA,BRD-A07986123,HELA,0.9691463990627373
100,Sagittarius,BRD-A34513497,HELA,BRD-A07986123,HELA,0.9694044956840832
101,Sagittarius,BRD-A07986123,HELA,BRD-A07986123,HELA,0.9691773470534426
102,cvae,BRD-A08187463,HELA,BRD-A08187463,HELA,0.8320601607901095
103,cvae,BRD-K34154330,HELA,BRD-A08187463,HELA,0.8323014011794194
104,cvae,BRD-A08187463,HELA,BRD-A08187463,HELA,0.8325974563933031
105,Sagittarius,BRD-A08187463,HELA,BRD-A08187463,HELA,0.9726648360379622
106,Sagittarius,BRD-K34154330,HELA,BRD-A08187463,HELA,0.9727799753915688
107,Sagittarius,BRD-A08187463,HELA,BRD-A08187463,HELA,0.9726050438785102
108,cvae,BRD-A08545410,A549,BRD-A08545410,A549,0.8377041891501682
109,cvae,BRD-K27182532,A549,BRD-A08545410,A549,0.8379763647020009
110,cvae,BRD-A08545410,A549,BRD-A08545410,A549,0.8381768242985843
111,Sagittarius,BRD-A08545410,A549,BRD-A08545410,A549,0.9269865382141396
112,Sagittarius,BRD-K27182532,A549,BRD-A08545410,A549,0.927124832437476
113,Sagittarius,BRD-A08545410,A549,BRD-A08545410,A549,0.926935251139802
114,cvae,BRD-A08545410,HELA,BRD-A08545410,HELA,0.8317863432308943
115,cvae,BRD-K31309378,HELA,BRD-A08545410,HELA,0.8325716909883987
116,cvae,BRD-A08545410,HELA,BRD-A08545410,HELA,0.8325144580513906
117,Sagittarius,BRD-A08545410,HELA,BRD-A08545410,HELA,0.9608926052191116
118,Sagittarius,BRD-K31309378,HELA,BRD-A08545410,HELA,0.9606291528314984
119,Sagittarius,BRD-A08545410,HELA,BRD-A08545410,HELA,0.9609314232998888
120,cvae,BRD-A08545410,A549,BRD-A08545410,MCF7,0.8195448639038538
121,cvae,BRD-K81418486,MCF7,BRD-A08545410,MCF7,0.8195212408054563
122,cvae,BRD-A08545410,MCF7,BRD-A08545410,MCF7,0.8197356638788825
123,Sagittarius,BRD-A08545410,A549,BRD-A08545410,MCF7,0.950892299202814
124,Sagittarius,BRD-K81418486,MCF7,BRD-A08545410,MCF7,0.950100832402173
125,Sagittarius,BRD-A08545410,MCF7,BRD-A08545410,MCF7,0.9503062116068128
126,cvae,BRD-K16037980,HELA,BRD-A09349126,HELA,0.8241822968397985
127,Sagittarius,BRD-K16037980,HELA,BRD-A09349126,HELA,0.957237285120644
128,cvae,BRD-A19633847,HELA,BRD-A09472452,HELA,0.8252138494933083
129,Sagittarius,BRD-A19633847,HELA,BRD-A09472452,HELA,0.971896312442037
130,cvae,BRD-A09533288,HELA,BRD-A09533288,HELA,0.8358744220719301
131,cvae,BRD-A17462676,HELA,BRD-A09533288,HELA,0.8359876756826834
132,cvae,BRD-A09533288,HELA,BRD-A09533288,HELA,0.8356940065107774
133,Sagittarius,BRD-A09533288,HELA,BRD-A09533288,HELA,0.963762058018676
134,Sagittarius,BRD-A17462676,HELA,BRD-A09533288,HELA,0.9632054367582816
135,Sagittarius,BRD-A09533288,HELA,BRD-A09533288,HELA,0.9627953390004098
136,cvae,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.69247588409093
137,cvae,BRD-A61304759,BJAB,BRD-A09722536,BJAB,0.6935740599111666
138,cvae,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.6937433983365786
139,Sagittarius,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.8536625574384284
140,Sagittarius,BRD-A61304759,BJAB,BRD-A09722536,BJAB,0.8537947069622634
141,Sagittarius,BRD-A09722536,BJAB,BRD-A09722536,BJAB,0.8524380111906524
142,cvae,BRD-A09722536,BJAB,BRD-A09722536,MINO,0.7414041763393036
143,cvae,BRD-K60866521,MINO,BRD-A09722536,MINO,0.7411198653266595
144,cvae,BRD-A09722536,MINO,BRD-A09722536,MINO,0.743408830031961
145,Sagittarius,BRD-A09722536,BJAB,BRD-A09722536,MINO,0.7675415087439876
146,Sagittarius,BRD-K60866521,MINO,BRD-A09722536,MINO,0.767704285553961
147,Sagittarius,BRD-A09722536,MINO,BRD-A09722536,MINO,0.7655246105509661
148,cvae,BRD-A09722536,MINO,BRD-A09722536,THP1,0.7282298123258042
149,cvae,BRD-A13689093,THP1,BRD-A09722536,THP1,0.7275245701550188
150,cvae,BRD-A09722536,THP1,BRD-A09722536,THP1,0.7268929104400621
151,Sagittarius,BRD-A09722536,MINO,BRD-A09722536,THP1,0.8774170613251722
152,Sagittarius,BRD-A13689093,THP1,BRD-A09722536,THP1,0.8770265073036072
153,Sagittarius,BRD-A09722536,THP1,BRD-A09722536,THP1,0.8770766847401437
154,cvae,BRD-A09722536,BJAB,BRD-A09722536,TMD8,0.6744305308335986
155,cvae,BRD-K50495309,TMD8,BRD-A09722536,TMD8,0.6745661375526647
156,cvae,BRD-A09722536,TMD8,BRD-A09722536,TMD8,0.6710386951932013
157,Sagittarius,BRD-A09722536,BJAB,BRD-A09722536,TMD8,0.8383648213156984
158,Sagittarius,BRD-K50495309,TMD8,BRD-A09722536,TMD8,0.8382878714619175
159,Sagittarius,BRD-A09722536,TMD8,BRD-A09722536,TMD8,0.8377548155730983
160,cvae,BRD-K08832567,HELA,BRD-A10012892,HELA,0.8208654932398718
161,Sagittarius,BRD-K08832567,HELA,BRD-A10012892,HELA,0.9697385287327788
162,cvae,BRD-K20141153,HELA,BRD-A10039652,HELA,0.8272994426045588
163,Sagittarius,BRD-K20141153,HELA,BRD-A10039652,HELA,0.9689149978895396
164,cvae,BRD-A10070317,HELA,BRD-A10070317,HELA,0.8354865940391836
165,cvae,BRD-K74065929,HELA,BRD-A10070317,HELA,0.8360952079239634
166,cvae,BRD-A10070317,HELA,BRD-A10070317,HELA,0.8354550238816185
167,Sagittarius,BRD-A10070317,HELA,BRD-A10070317,HELA,0.9687759147329684
168,Sagittarius,BRD-K74065929,HELA,BRD-A10070317,HELA,0.9676170936791316
169,Sagittarius,BRD-A10070317,HELA,BRD-A10070317,HELA,0.9687155388912048
170,cvae,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.8067537290196115
171,cvae,BRD-K70301876,MCF7,BRD-A10523515,MCF7,0.8064001843050661
172,cvae,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.8067964596961046
173,Sagittarius,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.9586789034615693
174,Sagittarius,BRD-K70301876,MCF7,BRD-A10523515,MCF7,0.958659956235757
175,Sagittarius,BRD-A10523515,MCF7,BRD-A10523515,MCF7,0.9584100953076888
176,cvae,BRD-A10903566,HELA,BRD-A10903566,HELA,0.8387373838110606
177,cvae,BRD-A10070317,HELA,BRD-A10903566,HELA,0.8386142653278295
178,cvae,BRD-A10903566,HELA,BRD-A10903566,HELA,0.8385249747623146
179,Sagittarius,BRD-A10903566,HELA,BRD-A10903566,HELA,0.9702305280229436
180,Sagittarius,BRD-A10070317,HELA,BRD-A10903566,HELA,0.9701202762069364
181,Sagittarius,BRD-A10903566,HELA,BRD-A10903566,HELA,0.9703892254708264
182,cvae,BRD-A10967948,HELA,BRD-A10967948,HELA,0.8352090819633577
183,cvae,BRD-A08545410,HELA,BRD-A10967948,HELA,0.8353420268345186
184,cvae,BRD-A10967948,HELA,BRD-A10967948,HELA,0.835566552101802
185,Sagittarius,BRD-A10967948,HELA,BRD-A10967948,HELA,0.96651333118534
186,Sagittarius,BRD-A08545410,HELA,BRD-A10967948,HELA,0.9670019759057354
187,Sagittarius,BRD-A10967948,HELA,BRD-A10967948,HELA,0.9667111610044749
188,cvae,BRD-A10977446,HELA,BRD-A10977446,HELA,0.8380583111329339
189,cvae,BRD-K21450440,HELA,BRD-A10977446,HELA,0.8382687959542786
190,cvae,BRD-A10977446,HELA,BRD-A10977446,HELA,0.8382281113729223
191,Sagittarius,BRD-A10977446,HELA,BRD-A10977446,HELA,0.9669062776629738
192,Sagittarius,BRD-K21450440,HELA,BRD-A10977446,HELA,0.9668244851702328
193,Sagittarius,BRD-A10977446,HELA,BRD-A10977446,HELA,0.9665449783120008
194,cvae,BRD-A10977446,HELA,BRD-A10977446,MCF7,0.8184280102496411
195,cvae,BRD-K36740062,MCF7,BRD-A10977446,MCF7,0.8182527195474675
196,Sagittarius,BRD-A10977446,HELA,BRD-A10977446,MCF7,0.9443604579761276
197,Sagittarius,BRD-K36740062,MCF7,BRD-A10977446,MCF7,0.9432735068157324
198,cvae,BRD-A11319535,HELA,BRD-A11319535,HELA,0.836122743618077
199,cvae,BRD-K42805893,HELA,BRD-A11319535,HELA,0.8358074717865451
200,cvae,BRD-A11319535,HELA,BRD-A11319535,HELA,0.8357596675638035
201,Sagittarius,BRD-A11319535,HELA,BRD-A11319535,HELA,0.9671542464340972
202,Sagittarius,BRD-K42805893,HELA,BRD-A11319535,HELA,0.9674720710739818
203,Sagittarius,BRD-A11319535,HELA,BRD-A11319535,HELA,0.9672569552786912
204,cvae,BRD-A11990600,PC3,BRD-A11990600,A549,0.8760285324182513
205,cvae,BRD-K78659596,A549,BRD-A11990600,A549,0.8753322443189736
206,cvae,BRD-A11990600,A549,BRD-A11990600,A549,0.8750731663416529
207,Sagittarius,BRD-A11990600,PC3,BRD-A11990600,A549,0.965455243435965
208,Sagittarius,BRD-K78659596,A549,BRD-A11990600,A549,0.9667770401366064
209,Sagittarius,BRD-A11990600,A549,BRD-A11990600,A549,0.9664422373969505
210,cvae,BRD-A11990600,HT29,BRD-A11990600,HT29,0.7982611706259325
211,cvae,BRD-K41895714,HT29,BRD-A11990600,HT29,0.7979954284077118
212,cvae,BRD-A11990600,HT29,BRD-A11990600,HT29,0.7978511626653395
213,Sagittarius,BRD-A11990600,HT29,BRD-A11990600,HT29,0.8971100535372017
214,Sagittarius,BRD-K41895714,HT29,BRD-A11990600,HT29,0.8959285394282117
215,Sagittarius,BRD-A11990600,HT29,BRD-A11990600,HT29,0.8971471526415002
216,cvae,BRD-A11990600,A549,BRD-A11990600,MCF7,0.8128824253634364
217,cvae,BRD-A60245366,MCF7,BRD-A11990600,MCF7,0.8136194429427097
218,cvae,BRD-A11990600,MCF7,BRD-A11990600,MCF7,0.8133253632689582
219,Sagittarius,BRD-A11990600,A549,BRD-A11990600,MCF7,0.953320545901518
220,Sagittarius,BRD-A60245366,MCF7,BRD-A11990600,MCF7,0.9536069414938468
221,Sagittarius,BRD-A11990600,MCF7,BRD-A11990600,MCF7,0.9536119637273645
222,cvae,BRD-A11990600,A549,BRD-A11990600,PC3,0.8402089623726249
223,cvae,BRD-K74065929,PC3,BRD-A11990600,PC3,0.8407938697758197
224,cvae,BRD-A11990600,PC3,BRD-A11990600,PC3,0.8403836758065779
225,Sagittarius,BRD-A11990600,A549,BRD-A11990600,PC3,0.9009664297427472
226,Sagittarius,BRD-K74065929,PC3,BRD-A11990600,PC3,0.902659865309598
227,Sagittarius,BRD-A11990600,PC3,BRD-A11990600,PC3,0.8987087658031747
228,cvae,BRD-A12230535,XC.L100.M,BRD-A12230535,A375,0.8007311025042416
229,cvae,BRD-K11153516,A375,BRD-A12230535,A375,0.8004286460272028
230,cvae,BRD-A12230535,A375,BRD-A12230535,A375,0.7997097931545983
231,Sagittarius,BRD-A12230535,XC.L100.M,BRD-A12230535,A375,0.896915680913298
232,Sagittarius,BRD-K11153516,A375,BRD-A12230535,A375,0.897174521569239
233,Sagittarius,BRD-A12230535,A375,BRD-A12230535,A375,0.8967096795417985
234,cvae,BRD-A12230535,HA1E,BRD-A12230535,A549,0.8652633652521824
235,cvae,BRD-K17894950,A549,BRD-A12230535,A549,0.8655086080344873
236,cvae,BRD-A12230535,A549,BRD-A12230535,A549,0.8655543918184572
237,Sagittarius,BRD-A12230535,HA1E,BRD-A12230535,A549,0.9585683758396344
238,Sagittarius,BRD-K17894950,A549,BRD-A12230535,A549,0.9600064728444146
239,Sagittarius,BRD-A12230535,A549,BRD-A12230535,A549,0.9599821762664268
240,cvae,BRD-A12230535,PC3,BRD-A12230535,HA1E,0.8406597703682182
241,cvae,BRD-K68065987,HA1E,BRD-A12230535,HA1E,0.8407418514950693
242,cvae,BRD-A12230535,HA1E,BRD-A12230535,HA1E,0.8409064499069827
243,Sagittarius,BRD-A12230535,PC3,BRD-A12230535,HA1E,0.8827581521513418
244,Sagittarius,BRD-K68065987,HA1E,BRD-A12230535,HA1E,0.8818661829535275
245,Sagittarius,BRD-A12230535,HA1E,BRD-A12230535,HA1E,0.8818966049887431
246,cvae,BRD-A12230535,XC.L100.M,BRD-A12230535,HT29,0.7744713122677342
247,cvae,BRD-K52751261,HT29,BRD-A12230535,HT29,0.7745615906033152
248,Sagittarius,BRD-A12230535,XC.L100.M,BRD-A12230535,HT29,0.8987593280851914
249,Sagittarius,BRD-K52751261,HT29,BRD-A12230535,HT29,0.895991487320602
250,cvae,BRD-A12230535,PC3,BRD-A12230535,MCF7,0.8024763767572856
251,cvae,BRD-K96550715,MCF7,BRD-A12230535,MCF7,0.8027797825198425
252,cvae,BRD-A12230535,MCF7,BRD-A12230535,MCF7,0.8028102815241542
253,Sagittarius,BRD-A12230535,PC3,BRD-A12230535,MCF7,0.9528119790134268
254,Sagittarius,BRD-K96550715,MCF7,BRD-A12230535,MCF7,0.9548000394517931
255,Sagittarius,BRD-A12230535,MCF7,BRD-A12230535,MCF7,0.9548371193138174
256,cvae,BRD-A12230535,A549,BRD-A12230535,PC3,0.821698048709623
257,cvae,BRD-K81528515,PC3,BRD-A12230535,PC3,0.8218366636375266
258,cvae,BRD-A12230535,PC3,BRD-A12230535,PC3,0.8214999174281953
259,Sagittarius,BRD-A12230535,A549,BRD-A12230535,PC3,0.913077132161499
260,Sagittarius,BRD-K81528515,PC3,BRD-A12230535,PC3,0.9126470480950186
261,Sagittarius,BRD-A12230535,PC3,BRD-A12230535,PC3,0.9125038406777172
262,cvae,BRD-A12230535,XC.L100.M,BRD-A12230535,XC.L100.M,0.9471134565333612
263,cvae,BRD-K51313569,XC.L100.M,BRD-A12230535,XC.L100.M,0.946383616322295
264,cvae,BRD-A12230535,XC.L100.M,BRD-A12230535,XC.L100.M,0.947027520537616
265,Sagittarius,BRD-A12230535,XC.L100.M,BRD-A12230535,XC.L100.M,0.806409234587944
266,Sagittarius,BRD-K51313569,XC.L100.M,BRD-A12230535,XC.L100.M,0.8063642269090259
267,Sagittarius,BRD-A12230535,XC.L100.M,BRD-A12230535,XC.L100.M,0.8067349742165395
268,cvae,BRD-A13084692,HT29,BRD-A13084692,A375,0.8337718957595475
269,cvae,BRD-K57169635,A375,BRD-A13084692,A375,0.8338195332159141
270,cvae,BRD-A13084692,A375,BRD-A13084692,A375,0.8336522024010907
271,Sagittarius,BRD-A13084692,HT29,BRD-A13084692,A375,0.9064499069825268
272,Sagittarius,BRD-K57169635,A375,BRD-A13084692,A375,0.906840274995443
273,Sagittarius,BRD-A13084692,A375,BRD-A13084692,A375,0.906744358673576
274,cvae,BRD-A13084692,MCF7,BRD-A13084692,A549,0.8787801711881211
275,cvae,BRD-K21672174,A549,BRD-A13084692,A549,0.878587748447984
276,cvae,BRD-A13084692,A549,BRD-A13084692,A549,0.8789734085178582
277,Sagittarius,BRD-A13084692,MCF7,BRD-A13084692,A549,0.9643318538226788
278,Sagittarius,BRD-K21672174,A549,BRD-A13084692,A549,0.964294709819741
279,Sagittarius,BRD-A13084692,A549,BRD-A13084692,A549,0.9652548992930254
280,cvae,BRD-A13084692,A549,BRD-A13084692,HT29,0.768941300795298
281,cvae,BRD-K93123848,HT29,BRD-A13084692,HT29,0.769316345544008
282,cvae,BRD-A13084692,HT29,BRD-A13084692,HT29,0.7691514264275278
283,Sagittarius,BRD-A13084692,A549,BRD-A13084692,HT29,0.8971610840478861
284,Sagittarius,BRD-K93123848,HT29,BRD-A13084692,HT29,0.8981977423181011
285,Sagittarius,BRD-A13084692,HT29,BRD-A13084692,HT29,0.8981220688684964
286,cvae,BRD-A13084692,PC3,BRD-A13084692,MCF7,0.809537611426637
287,cvae,BRD-K00615600,MCF7,BRD-A13084692,MCF7,0.8094409125856268
288,cvae,BRD-A13084692,MCF7,BRD-A13084692,MCF7,0.8094868054091495
289,Sagittarius,BRD-A13084692,PC3,BRD-A13084692,MCF7,0.9544743575500196
290,Sagittarius,BRD-K00615600,MCF7,BRD-A13084692,MCF7,0.9545063317953392
291,Sagittarius,BRD-A13084692,MCF7,BRD-A13084692,MCF7,0.9541097100433684
292,cvae,BRD-A13084692,PC3,BRD-A13084692,PC3,0.8311506618806686
293,cvae,BRD-K28307902,PC3,BRD-A13084692,PC3,0.8313732308500938
294,cvae,BRD-A13084692,PC3,BRD-A13084692,PC3,0.8310944038855437
295,Sagittarius,BRD-A13084692,PC3,BRD-A13084692,PC3,0.908443695204458
296,Sagittarius,BRD-K28307902,PC3,BRD-A13084692,PC3,0.9089443599320208
297,Sagittarius,BRD-A13084692,PC3,BRD-A13084692,PC3,0.9084346962343108
298,cvae,BRD-A13122391,MCF7,BRD-A13122391,A549,0.8224082682152867
299,cvae,BRD-K61314889,A549,BRD-A13122391,A549,0.8211521261535801
300,cvae,BRD-A13122391,A549,BRD-A13122391,A549,0.8210414766639099
301,Sagittarius,BRD-A13122391,MCF7,BRD-A13122391,A549,0.9582049277680632
302,Sagittarius,BRD-K61314889,A549,BRD-A13122391,A549,0.957813078100048
303,Sagittarius,BRD-A13122391,A549,BRD-A13122391,A549,0.9580910455763588
304,cvae,BRD-A13122391,A549,BRD-A13122391,MCF7,0.7638938406564865
305,cvae,BRD-K87782578,MCF7,BRD-A13122391,MCF7,0.7633287335532517
306,cvae,BRD-A13122391,MCF7,BRD-A13122391,MCF7,0.7625610758596572
307,Sagittarius,BRD-A13122391,A549,BRD-A13122391,MCF7,0.9510468595617834
308,Sagittarius,BRD-K87782578,MCF7,BRD-A13122391,MCF7,0.9508964170494528
309,Sagittarius,BRD-A13122391,MCF7,BRD-A13122391,MCF7,0.9508586444655638
310,cvae,BRD-A13689093,TMD8,BRD-A13689093,BJAB,0.6924931251684462
311,cvae,BRD-A28746609,BJAB,BRD-A13689093,BJAB,0.6925237332123106
312,Sagittarius,BRD-A13689093,TMD8,BRD-A13689093,BJAB,0.8415176166001148
313,Sagittarius,BRD-A28746609,BJAB,BRD-A13689093,BJAB,0.8413284137338294
314,cvae,BRD-A13689093,THP1,BRD-A13689093,MINO,0.7343795917878568
315,cvae,BRD-K48443249,MINO,BRD-A13689093,MINO,0.7357443436581882
316,cvae,BRD-A13689093,MINO,BRD-A13689093,MINO,0.7349807268421366
317,Sagittarius,BRD-A13689093,THP1,BRD-A13689093,MINO,0.7597840244599064
318,Sagittarius,BRD-K48443249,MINO,BRD-A13689093,MINO,0.7592020996091837
319,Sagittarius,BRD-A13689093,MINO,BRD-A13689093,MINO,0.7616943653535315
320,cvae,BRD-A13689093,TMD8,BRD-A13689093,THP1,0.7204243378103328
321,cvae,BRD-K66538826,THP1,BRD-A13689093,THP1,0.7204876769622945
322,cvae,BRD-A13689093,THP1,BRD-A13689093,THP1,0.7201436186888381
323,Sagittarius,BRD-A13689093,TMD8,BRD-A13689093,THP1,0.8785155450217932
324,Sagittarius,BRD-K66538826,THP1,BRD-A13689093,THP1,0.8796334826574421
325,Sagittarius,BRD-A13689093,THP1,BRD-A13689093,THP1,0.8774679186553905
326,cvae,BRD-A13689093,THP1,BRD-A13689093,TMD8,0.6726413777817121
